,Dept,Num,Name,Desc,Reqs
3967,MKT,4480,Marketing Analytics Practicum,Pass-fail grading. Designed for students who want to gain real-world experience in marketing analytics via group projects using company data., MKT 3501 and permission of department
3968,MKT,4481,Marketing Analytics Internship,Pass-fail grading. The internship requires departmental approval of the marketing analytics content of the internship. Designed for students who want to gain real-world experience through a marketing analytics internship., MKT 3501 and permission of department
3969,MKT,4490,Services Marketing,"Developing, pricing, distributing and promoting the service; control of quality of customer encounters through service automation and/or employee selection and training; place of marketing in service organization structure; strategic implications of structure of service industries.", MKT 3401
3970,MKT,4500,Entrepreneurial Marketing and Sales,This course will look at the role of marketing in entrepreneurial ventures and the role of entrepreneurship in marketing efforts of all firms. Attention will be devoted to understanding the common mistakes entrepreneurs make when it comes to marketing and how to sell an idea/product in an entrepreneurship environment., ENTR 3111 and MKT 3401 and Entrepreneurship Minor or Entrepreneurship Concentration or permission of instructor
3971,MKT,4501,Marketing Analytics II,"Advanced treatment of marketing analytics with a focus on data analysis, visualization, and data-driven decision making.", MKT 3501
3972,MKT,7110,Marketing Tools Foundations and Applications,"Coverage of current and emerging tools used by marketing practitioners, including customer tracking systems, market segmentation tools, market share analysis, competitive intelligence, applications to real and/or simulated market situations.", credit or registration in BADM 7100 or equivalent
3973,MKT,7120,Customer Decision-Making and Brand Marketing Strategy,"Treatment of key elements of consumer decision-making with emphasis on formulation of brand marketing strategy based on consumer behavior models, constructs and information.", BADM 7100 or equivalent
3974,MKT,7130,Marketing Research and Brand Analysis,"Applications of marketing research methods such as qualitative research techniques, marketing surveys, marketing experiments and brand analysis techniques.",No listed prerequisites
3975,MKT,7150,Global Marketing Issues and Strategies,Examination of marketing strategies and tactics available to organizations Seeking to compete with global markets., BADM 7100 or equivalent
3976,MKT,7300,Brand Marketing Strategy,"Coverage of brand marketing strategy formulation, including market and competitor analysis, plus resource allocation; emphasis on issues involved in marketing strategy formulation and implementation.", MKT 7120 and MKT 7130
3977,MKT,7450,Topics in Advanced Marketing Management,"May be taken for a max. of 6 hrs. of credit when topics vary. Survey of marketing management areas such as distribution channels, pricing and product management.", BADM 7100 or permission of instructor
3978,MKT,7471,Marketing Strategy,"Design, implementation and evaluation; corporate marketing models; demand forecasting; marketing programming; product, price, promotion and distribution policies; information systems; marketing audit; application of economic, quantitative, and behavioral tools as strategic aids to marketing management; model-building approach used to demonstrate tool applications in product, price, promotion and distribution strategies.",No listed prerequisites
3979,MKT,7477,Seminar in Advanced Marketing Problems,May be taken for a max. of 9 hrs. of credit when topics vary., permission of department
3980,MKT,7486,Applications of Marketing Theory,Marketing theory development and testing; theory operationalization and refinement.,No listed prerequisites
3981,MKT,7488,Fundamentals of Structural Equation Modeling,"Synthesis of theory, content area and methodology in marketing through the study of modeling; modeling phenomena, functional forms and analytical techniques of path analysis, simultaneous equation systems, and structural equation modeling.", BADM 7100 or consent of instructor
3982,MKT,7588,Advanced Structural Equation Modeling,"Synthesis of theory, methodology, and phenomena through the use of advanced structural equation modeling techniques, such as longitudinal SEM, latent growth models, nonlinear models, latent class models, and multilevel SEM."," MKT 7488, or consent of instructor"
3983,MKT,7716,Advanced Marketing Research Techniques,Advanced designs and techniques applied to marketing research; theory and assumptions of analytical methods; marketing applications; use of computer programs; marketing strategy; interpretations of empirical results., BADM 7100
3984,MKT,7717,Advanced Seminar in Consumer Behavior,"Open only to doctoral students. Theoretical, conceptual and methodological issues for selected topics in this area.", MKT 4451 or BADM 7100
3985,MKT,7720,Seminar in Marketing Theory and Experimental Methods,"Nature and importance of theory in marketing, interplay of theory and research methods; validity and implications in marketing and consumer research; experimental and quasi-experimental design; pluralism in marketing and consumer research.", BADM 7100 or equivalent
